author_id,year_x_month,topic,pro,anti,neutral,net_stance
A1035923596,2019_4,stance_tax_policy,1,0,0,1
A1036007073,2017_11,stance_tax_policy,0,0,1,0
A1036007073,2017_12,stance_tax_policy,0,0,1,0
A1038096338,2020_11,stance_tax_policy,1,0,0,1
A10382961,2021_6,stance_tax_policy,0,0,1,0
A10382961,2022_1,stance_tax_policy,0,0,1,0
A10391933,2019_11,stance_tax_policy,0,1,0,-1
A10391933,2022_1,stance_tax_policy,0,0,1,0
A104034371,2016_11,stance_tax_policy,0,0,1,0
A104034371,2017_3,stance_tax_policy,0,1,0,-1
A104175224,2019_8,stance_tax_policy,0,0,1,0
A1043144002,2018_9,stance_tax_policy,0,0,1,0
A104392010,2019_2,stance_tax_policy,0,0,1,0
A104392010,2021_9,stance_tax_policy,0,0,1,0
A10439587,2020_8,stance_tax_policy,0,0,1,0
A1044043173,2017_11,stance_tax_policy,0,0,1,0
A1044043173,2020_9,stance_tax_policy,0,0,1,0
A1044858405,2020_8,stance_tax_policy,1,0,0,1
A1046199951,2016_10,stance_tax_policy,0,0,1,0
A1046199951,2016_11,stance_tax_policy,0,0,1,0
A1046199951,2017_11,stance_tax_policy,0,0,1,0
A1046199951,2018_1,stance_tax_policy,1,0,0,1
A1046199951,2020_2,stance_tax_policy,0,0,1,0
A1046199951,2022_8,stance_tax_policy,0,0,1,0
A104623483,2019_3,stance_tax_policy,0,0,1,0
A104659800,2016_11,stance_tax_policy,0,0,1,0
A104702931,2020_9,stance_tax_policy,0,0,1,0
A104702931,2022_1,stance_tax_policy,0,0,1,0
A104722212,2022_9,stance_tax_policy,0,0,1,0
A1047258384,2018_12,stance_tax_policy,1,0,0,1
A1047925440,2019_11,stance_tax_policy,0,1,0,-1
A1049728254,2020_2,stance_tax_policy,0,0,1,0
A1049728254,2021_2,stance_tax_policy,1,0,0,1
A105018412,2016_12,stance_tax_policy,0,0,1,0
A1050975649,2020_12,stance_tax_policy,0,0,1,0
A1050975649,2021_2,stance_tax_policy,0,0,1,0
A105270353,2017_11,stance_tax_policy,0,0,1,0
A1053259066,2018_7,stance_tax_policy,0,0,1,0
A1053259066,2020_10,stance_tax_policy,0,0,1,0
A1054663531,2022_8,stance_tax_policy,0,0,1,0
A1054707240,2021_9,stance_tax_policy,1,0,0,1
A1054743262,2021_8,stance_tax_policy,1,0,0,1
A1054743262,2022_7,stance_tax_policy,0,0,1,0
A105515515,2019_5,stance_tax_policy,0,0,1,0
A1055527060,2022_9,stance_tax_policy,1,0,0,1
A105632035,2016_4,stance_tax_policy,0,0,1,0
A105632035,2017_11,stance_tax_policy,0,0,1,0
A105632035,2018_1,stance_tax_policy,0,0,1,0
A105728772,2016_12,stance_tax_policy,0,0,1,0
A105822965,2016_1,stance_tax_policy,0,0,1,0
A105822965,2017_10,stance_tax_policy,0,0,1,0
A105952679,2020_12,stance_tax_policy,0,0,1,0
A105952679,2022_5,stance_tax_policy,0,0,1,0
A1060630580,2022_7,stance_tax_policy,0,0,1,0
A106101905,2016_7,stance_tax_policy,0,0,1,0
A106101905,2017_11,stance_tax_policy,0,0,1,0
A106101905,2018_1,stance_tax_policy,1,0,0,1
A106128415,2017_12,stance_tax_policy,0,0,1,0
A106128415,2018_11,stance_tax_policy,0,0,2,0
A106128415,2020_3,stance_tax_policy,0,0,1,0
A1061673526,2022_10,stance_tax_policy,0,0,1,0
A1062298256,2022_7,stance_tax_policy,0,0,1,0
A10627686,2020_12,stance_tax_policy,1,0,0,1
A10627686,2021_2,stance_tax_policy,2,0,0,1
A10627686,2021_8,stance_tax_policy,1,0,0,1
A106279335,2020_11,stance_tax_policy,1,0,0,1
A106303612,2021_4,stance_tax_policy,0,0,1,0
A106320840,2021_10,stance_tax_policy,0,0,1,0
A106344461,2018_6,stance_tax_policy,0,0,1,0
A106393126,2017_11,stance_tax_policy,1,0,0,1
A1065158081,2021_8,stance_tax_policy,0,0,1,0
A1065205530,2018_7,stance_tax_policy,0,0,1,0
A1065205530,2019_6,stance_tax_policy,0,0,1,0
A1065205530,2019_8,stance_tax_policy,0,0,1,0
A1065205530,2020_5,stance_tax_policy,0,0,1,0
A1065205530,2020_7,stance_tax_policy,0,0,1,0
A1065205530,2021_9,stance_tax_policy,0,0,1,0
A1065469835,2019_10,stance_tax_policy,0,0,1,0
A106562396,2021_1,stance_tax_policy,1,0,0,1
A106562396,2023_1,stance_tax_policy,0,0,1,0
A1067215130,2016_2,stance_tax_policy,0,0,1,0
A1067215130,2020_7,stance_tax_policy,1,0,0,1
A1067306200,2020_5,stance_tax_policy,0,0,1,0
A10684329,2020_12,stance_tax_policy,0,0,1,0
A106903023,2022_12,stance_tax_policy,1,0,0,1
A1069279797,2016_8,stance_tax_policy,0,0,1,0
A106972195,2022_9,stance_tax_policy,0,0,1,0
A1069813342,2023_1,stance_tax_policy,0,0,1,0
A107164166,2022_11,stance_tax_policy,0,0,1,0
A107176592,2019_7,stance_tax_policy,0,0,1,0
A107437627,2018_10,stance_tax_policy,0,0,1,0
A107437627,2019_3,stance_tax_policy,1,0,0,1
A107437627,2023_1,stance_tax_policy,1,0,0,1
A107466372,2020_7,stance_tax_policy,0,0,1,0
A1075285416,2018_3,stance_tax_policy,0,0,1,0
A1075397031,2021_12,stance_tax_policy,0,0,1,0
A1075397031,2022_9,stance_tax_policy,0,0,1,0
A107547407,2018_11,stance_tax_policy,0,1,0,-1
A107547407,2019_4,stance_tax_policy,0,0,1,0
A1076411443,2016_12,stance_tax_policy,0,0,1,0
A1076411443,2021_11,stance_tax_policy,0,0,1,0
A107647544,2017_9,stance_tax_policy,0,0,1,0
A1076939373,2022_6,stance_tax_policy,0,0,1,0
A1078057820,2019_2,stance_tax_policy,0,0,1,0
A10781534,2022_10,stance_tax_policy,0,0,1,0
A10781534,2022_4,stance_tax_policy,0,0,1,0
A1078191271,2018_7,stance_tax_policy,1,0,0,1
A1078191271,2021_9,stance_tax_policy,0,0,1,0
A1079172804,2017_11,stance_tax_policy,1,0,0,1
A1079172804,2017_12,stance_tax_policy,1,0,0,1
A1079172804,2021_10,stance_tax_policy,1,0,0,1
A1079172804,2022_6,stance_tax_policy,0,0,1,0
A1079826502,2019_11,stance_tax_policy,0,0,1,0
A108072128,2021_1,stance_tax_policy,1,0,0,1
A108094489,2021_10,stance_tax_policy,0,0,1,0
A108164872,2021_9,stance_tax_policy,0,0,1,0
A108164872,2022_10,stance_tax_policy,0,0,1,0
A108164872,2023_1,stance_tax_policy,0,0,1,0
A1081814590,2018_12,stance_tax_policy,0,0,1,0
A1081814590,2021_6,stance_tax_policy,0,0,1,0
A1082285987,2021_11,stance_tax_policy,0,0,1,0
A1082285987,2022_10,stance_tax_policy,0,0,1,0
A108372,2016_3,stance_tax_policy,0,0,1,0
A108372,2020_3,stance_tax_policy,1,0,0,1
A108405323,2017_8,stance_tax_policy,0,0,1,0
A10841305,2017_8,stance_tax_policy,0,0,1,0
A1084142225,2020_4,stance_tax_policy,1,0,0,1
A1084254404,2019_12,stance_tax_policy,1,0,0,1
A108493930,2017_11,stance_tax_policy,0,0,1,0
A108840738,2020_9,stance_tax_policy,0,0,1,0
A1088664709,2019_12,stance_tax_policy,0,0,1,0
A1088664709,2019_4,stance_tax_policy,0,0,1,0
A1088664709,2020_10,stance_tax_policy,0,1,0,-1
A1088664709,2021_4,stance_tax_policy,0,0,1,0
A1090389405,2019_1,stance_tax_policy,0,0,1,0
A109257612,2022_10,stance_tax_policy,1,0,0,1
A109257612,2023_1,stance_tax_policy,0,0,2,0
A109341515,2017_11,stance_tax_policy,1,0,0,1
A1094966134,2019_4,stance_tax_policy,0,0,1,0
A1094966134,2020_3,stance_tax_policy,0,0,1,0
A1094966134,2021_7,stance_tax_policy,0,0,1,0
A109561084,2017_12,stance_tax_policy,0,1,0,-1
A109561084,2019_9,stance_tax_policy,0,0,1,0
A109561084,2021_10,stance_tax_policy,1,0,0,1
A109561084,2021_12,stance_tax_policy,1,0,0,1
A1095873699,2017_12,stance_tax_policy,0,1,0,-1
A10971120,2022_11,stance_tax_policy,0,1,0,-1
A109810145,2016_10,stance_tax_policy,0,0,1,0
A109810145,2017_11,stance_tax_policy,0,0,1,0
A109985818,2021_6,stance_tax_policy,0,0,1,0
A1100022536,2017_11,stance_tax_policy,0,0,1,0
A1100022536,2018_10,stance_tax_policy,0,0,1,0
A1100022536,2020_7,stance_tax_policy,1,0,0,1
A110015922,2021_2,stance_tax_policy,0,1,0,-1
A110030215,2022_4,stance_tax_policy,1,0,0,1
A110063995,2020_2,stance_tax_policy,1,0,0,1
A11011446,2020_2,stance_tax_policy,0,0,1,0
A1101675542,2017_11,stance_tax_policy,0,0,1,0
A1102863497,2017_12,stance_tax_policy,0,0,1,0
A1102863497,2020_4,stance_tax_policy,0,0,1,0
A1102878301,2017_8,stance_tax_policy,0,1,0,-1
A1102878301,2018_8,stance_tax_policy,0,0,1,0
A1102878301,2020_1,stance_tax_policy,0,0,1,0
A1103073717,2019_12,stance_tax_policy,0,0,1,0
A110325778,2018_6,stance_tax_policy,0,0,1,0
A1103784909,2022_10,stance_tax_policy,0,1,0,-1
A1103784909,2023_1,stance_tax_policy,1,0,0,1
A110404681,2016_10,stance_tax_policy,0,1,0,-1
A110404681,2016_9,stance_tax_policy,0,1,0,-1
A1104253917,2017_6,stance_tax_policy,0,1,0,-1
A110426953,2016_12,stance_tax_policy,0,0,1,0
A1104440579,2022_1,stance_tax_policy,0,0,1,0
A11046009,2023_1,stance_tax_policy,0,0,1,0
A1104712322,2022_1,stance_tax_policy,0,0,1,0
A1105309542,2017_11,stance_tax_policy,0,0,1,0
A1105700941,2018_12,stance_tax_policy,0,0,1,0
A1105700941,2022_11,stance_tax_policy,1,0,0,1
A1106777287,2022_2,stance_tax_policy,0,0,1,0
A110693562,2018_10,stance_tax_policy,0,0,1,0
A1107711946,2018_8,stance_tax_policy,1,0,0,1
A1108061751,2019_12,stance_tax_policy,1,0,0,1
A110983442,2020_4,stance_tax_policy,2,0,0,1
A111122521,2020_5,stance_tax_policy,0,0,1,0
A111122521,2021_1,stance_tax_policy,0,0,1,0
A111122521,2021_2,stance_tax_policy,0,1,0,-1
A1111544285,2019_4,stance_tax_policy,0,0,1,0
A111240884,2016_4,stance_tax_policy,1,0,0,1
A111240884,2018_8,stance_tax_policy,1,0,0,1
A1113522169,2019_12,stance_tax_policy,0,0,1,0
A111382767,2021_6,stance_tax_policy,0,0,1,0
A111382767,2022_6,stance_tax_policy,0,0,1,0
A111414995,2017_11,stance_tax_policy,0,0,1,0
A1115716508,2022_2,stance_tax_policy,0,0,1,0
A111664409,2017_12,stance_tax_policy,0,1,1,-0.5
A111664409,2019_10,stance_tax_policy,0,0,1,0
A111664409,2020_4,stance_tax_policy,0,1,0,-1
A111761981,2022_9,stance_tax_policy,0,0,1,0
A111769430,2017_12,stance_tax_policy,0,0,1,0
A1118875025,2023_1,stance_tax_policy,0,1,0,-1
A111967196,2018_8,stance_tax_policy,1,0,0,1
A1121013121,2022_10,stance_tax_policy,0,0,1,0
A1121832284,2018_12,stance_tax_policy,0,0,2,0
A112283874,2021_10,stance_tax_policy,0,0,1,0
A1123253116,2020_5,stance_tax_policy,0,0,1,0
A1123253116,2021_3,stance_tax_policy,0,0,1,0
A1123253116,2022_4,stance_tax_policy,1,0,0,1
A1123253116,2022_6,stance_tax_policy,0,0,1,0
A1123403521,2021_6,stance_tax_policy,1,0,0,1
A112456137,2022_1,stance_tax_policy,1,0,0,1
A11256160,2019_4,stance_tax_policy,0,0,1,0
A11256160,2020_7,stance_tax_policy,0,0,1,0
A11256160,2022_9,stance_tax_policy,0,0,1,0
A112578465,2017_3,stance_tax_policy,1,0,0,1
A112578465,2021_9,stance_tax_policy,1,0,0,1
A1125928931,2019_8,stance_tax_policy,0,0,1,0
A1126218780,2017_5,stance_tax_policy,1,0,0,1
A1126218780,2018_11,stance_tax_policy,0,0,1,0
A1126218780,2020_9,stance_tax_policy,1,0,0,1
A112719100,2022_5,stance_tax_policy,1,0,1,0.5
A1127431298,2018_11,stance_tax_policy,0,0,1,0
A1127431298,2019_2,stance_tax_policy,0,0,1,0
A1127431298,2021_6,stance_tax_policy,1,0,0,1
A1128820198,2017_1,stance_tax_policy,1,0,0,1
A1129690334,2018_3,stance_tax_policy,0,0,1,0
A113075863,2016_1,stance_tax_policy,0,0,1,0
A113075863,2018_1,stance_tax_policy,0,0,1,0
A113075863,2018_5,stance_tax_policy,0,0,1,0
A113075863,2019_2,stance_tax_policy,1,0,0,1
A1130834379,2018_6,stance_tax_policy,0,0,1,0
A1130957069,2018_12,stance_tax_policy,0,0,1,0
A1130957069,2020_4,stance_tax_policy,0,0,1,0
A1130957069,2022_9,stance_tax_policy,0,0,1,0
A1131683460,2019_9,stance_tax_policy,0,0,1,0
A113221394,2018_10,stance_tax_policy,0,0,1,0
A113221394,2018_12,stance_tax_policy,0,1,0,-1
A113221394,2018_8,stance_tax_policy,0,0,1,0
A113221394,2019_10,stance_tax_policy,0,0,1,0
A113221394,2020_2,stance_tax_policy,0,0,1,0
A113221394,2022_6,stance_tax_policy,0,0,1,0
A1132217244,2019_7,stance_tax_policy,0,0,1,0
A11323267,2022_1,stance_tax_policy,1,0,0,1
A1132447022,2021_2,stance_tax_policy,0,0,1,0
A1132596152,2019_11,stance_tax_policy,1,0,0,1
A1132879003,2018_4,stance_tax_policy,0,0,1,0
A1134045272,2020_7,stance_tax_policy,0,0,1,0
A1134830071,2019_1,stance_tax_policy,1,0,0,1
A11350510,2019_1,stance_tax_policy,0,0,1,0
A11350510,2020_8,stance_tax_policy,0,0,1,0
A11352779,2022_10,stance_tax_policy,0,0,1,0
A113566221,2018_6,stance_tax_policy,0,0,1,0
A113566221,2019_3,stance_tax_policy,0,0,1,0
A113593234,2021_8,stance_tax_policy,1,0,0,1
A1136238631,2019_11,stance_tax_policy,0,0,1,0
A1136688338,2016_11,stance_tax_policy,0,0,1,0
A1136688338,2023_1,stance_tax_policy,0,1,0,-1
A113766140,2020_6,stance_tax_policy,0,0,1,0
A113766140,2020_9,stance_tax_policy,0,1,0,-1
A1137887502,2021_12,stance_tax_policy,0,0,1,0
A1137966856,2016_5,stance_tax_policy,0,0,1,0
A113806485,2019_11,stance_tax_policy,0,0,1,0
A113806485,2022_2,stance_tax_policy,0,0,1,0
A1138468301,2023_1,stance_tax_policy,0,0,1,0
A1139128893,2022_2,stance_tax_policy,0,1,0,-1
A1139431111,2020_12,stance_tax_policy,1,0,0,1
A1139431111,2021_6,stance_tax_policy,1,0,0,1
A1140113713,2021_2,stance_tax_policy,0,0,1,0
A1140704561,2016_12,stance_tax_policy,0,1,0,-1
A1141400742,2022_6,stance_tax_policy,0,0,1,0
A11416866,2020_10,stance_tax_policy,1,0,0,1
A114201550,2018_1,stance_tax_policy,1,0,0,1
A114223129,2021_4,stance_tax_policy,0,1,0,-1
A1143134113,2017_11,stance_tax_policy,0,0,1,0
A1143444028,2019_10,stance_tax_policy,0,0,1,0
A114464597,2022_2,stance_tax_policy,0,1,0,-1
A11459240,2022_7,stance_tax_policy,0,0,1,0
A11465553,2020_11,stance_tax_policy,0,0,1,0
A1146958230,2017_7,stance_tax_policy,0,0,1,0
A1146958230,2022_4,stance_tax_policy,0,1,0,-1
A114841185,2022_8,stance_tax_policy,0,0,1,0
A1148445319,2017_2,stance_tax_policy,1,0,0,1
A1149326742,2019_12,stance_tax_policy,0,0,1,0
A114965032,2019_3,stance_tax_policy,0,0,1,0
A1149796102,2016_6,stance_tax_policy,1,0,0,1
A1149813995,2017_12,stance_tax_policy,0,0,1,0
A1153768392,2022_11,stance_tax_policy,0,0,1,0
A11549829,2018_11,stance_tax_policy,0,0,1,0
A11549829,2020_5,stance_tax_policy,0,0,1,0
A1156422826,2017_9,stance_tax_policy,0,0,1,0
A1156925655,2017_12,stance_tax_policy,0,1,0,-1
A1157249943,2020_7,stance_tax_policy,0,0,1,0
A1157249943,2021_1,stance_tax_policy,0,0,1,0
A1157249943,2021_6,stance_tax_policy,0,0,1,0
A115742490,2020_7,stance_tax_policy,1,0,0,1
A115742490,2022_3,stance_tax_policy,0,0,1,0
A115742490,2022_4,stance_tax_policy,0,0,1,0
A1157721019,2018_6,stance_tax_policy,0,1,0,-1
A1157721019,2019_1,stance_tax_policy,0,1,0,-1
A115884423,2020_2,stance_tax_policy,0,0,1,0
A115948328,2021_5,stance_tax_policy,0,0,1,0
A1161030103,2022_2,stance_tax_policy,1,0,0,1
A1161373467,2023_1,stance_tax_policy,1,0,0,1
A116192617,2017_11,stance_tax_policy,0,0,1,0
A1162469211,2017_11,stance_tax_policy,0,1,0,-1
A116283322,2016_9,stance_tax_policy,0,0,1,0
A1164626877,2021_4,stance_tax_policy,0,0,1,0
A1164837821,2017_11,stance_tax_policy,1,0,0,1
A1165602410,2021_10,stance_tax_policy,0,0,1,0
A1165602410,2022_2,stance_tax_policy,0,0,1,0
A1167491556,2017_1,stance_tax_policy,0,0,1,0
A1167491556,2020_7,stance_tax_policy,0,0,1,0
A116807993,2019_7,stance_tax_policy,0,0,1,0
A116807993,2021_4,stance_tax_policy,0,0,1,0
A116807993,2022_5,stance_tax_policy,0,0,1,0
A116851801,2022_7,stance_tax_policy,0,0,1,0
A116960230,2022_4,stance_tax_policy,1,0,0,1
A11711542,2018_9,stance_tax_policy,1,0,0,1
A1171496850,2022_8,stance_tax_policy,1,0,0,1
A1171514361,2019_1,stance_tax_policy,0,0,1,0
A117179706,2020_9,stance_tax_policy,0,0,1,0
A1171912384,2022_4,stance_tax_policy,0,0,1,0
A117210042,2018_4,stance_tax_policy,0,0,1,0
A117210042,2020_2,stance_tax_policy,0,0,1,0
A1172304604,2018_6,stance_tax_policy,0,0,1,0
A1172758631,2022_5,stance_tax_policy,0,0,1,0
A1173276276,2019_10,stance_tax_policy,0,0,1,0
A117424167,2019_9,stance_tax_policy,0,0,1,0
A117504946,2017_5,stance_tax_policy,0,0,1,0
A117578378,2018_5,stance_tax_policy,1,0,0,1
A117578378,2019_3,stance_tax_policy,0,0,1,0
A117578378,2021_4,stance_tax_policy,0,0,1,0
A1177628275,2017_5,stance_tax_policy,0,0,1,0
A1177892826,2017_11,stance_tax_policy,1,0,0,1
A117809362,2021_1,stance_tax_policy,0,0,1,0
A117811236,2016_1,stance_tax_policy,0,1,0,-1
A117811236,2020_1,stance_tax_policy,0,1,0,-1
A117811236,2021_4,stance_tax_policy,0,0,1,0
A1178865047,2016_2,stance_tax_policy,1,0,0,1
A1178865047,2022_1,stance_tax_policy,0,0,1,0
A117961101,2018_7,stance_tax_policy,0,0,1,0
A118051002,2019_4,stance_tax_policy,0,0,1,0
A1182302912,2019_11,stance_tax_policy,0,0,1,0
A1182894145,2021_3,stance_tax_policy,0,0,1,0
A1182894145,2022_10,stance_tax_policy,1,0,0,1
A118330863,2020_12,stance_tax_policy,0,0,1,0
A1183390117,2018_10,stance_tax_policy,1,0,0,1
A1183390117,2021_12,stance_tax_policy,0,1,0,-1
A1183390117,2022_4,stance_tax_policy,0,0,1,0
A1184508701,2022_10,stance_tax_policy,0,0,1,0
A1184542836,2017_12,stance_tax_policy,0,1,0,-1
A1184921101,2017_9,stance_tax_policy,0,0,1,0
A1184921101,2020_10,stance_tax_policy,0,1,0,-1
A1184921101,2021_9,stance_tax_policy,0,1,1,-0.5
A118519816,2022_11,stance_tax_policy,0,0,1,0
A1186582665,2020_4,stance_tax_policy,0,1,0,-1
A118673972,2017_11,stance_tax_policy,0,0,1,0
A118673972,2017_9,stance_tax_policy,0,0,1,0
A1187284146,2019_12,stance_tax_policy,0,0,1,0
A1187284146,2021_6,stance_tax_policy,0,0,1,0
A1187284146,2022_8,stance_tax_policy,0,0,1,0
A1187566177,2021_11,stance_tax_policy,0,0,1,0
A118762215,2020_2,stance_tax_policy,0,0,1,0
A1188013568,2016_4,stance_tax_policy,1,0,0,1
A1188453045,2022_1,stance_tax_policy,0,0,1,0
A118897315,2021_3,stance_tax_policy,0,0,1,0
A118897315,2021_7,stance_tax_policy,0,0,1,0
A1191031999,2019_4,stance_tax_policy,1,0,0,1
A1192832635,2016_2,stance_tax_policy,0,0,1,0
A1193156292,2022_10,stance_tax_policy,0,0,1,0
A119389730,2018_10,stance_tax_policy,0,0,1,0
A1194086781,2021_12,stance_tax_policy,0,0,1,0
A119409702,2019_11,stance_tax_policy,0,1,0,-1
A119409702,2020_1,stance_tax_policy,0,0,1,0
A119409702,2023_1,stance_tax_policy,0,0,1,0
A1196596554,2022_3,stance_tax_policy,0,0,1,0
A1197496579,2017_12,stance_tax_policy,0,1,0,-1
A1197496579,2019_10,stance_tax_policy,1,0,0,1
A1197496579,2020_12,stance_tax_policy,0,0,1,0
A119824658,2020_12,stance_tax_policy,0,0,1,0
A1199864967,2020_4,stance_tax_policy,1,0,0,1
A1200360684,2019_8,stance_tax_policy,0,0,1,0
A1200967598,2017_11,stance_tax_policy,0,0,1,0
A1200967598,2017_12,stance_tax_policy,0,0,1,0
A1200967598,2023_1,stance_tax_policy,0,0,1,0
A1201106845,2022_10,stance_tax_policy,0,0,1,0
A120236975,2019_9,stance_tax_policy,0,0,1,0
A1202608583,2017_4,stance_tax_policy,0,0,1,0
A120362171,2017_9,stance_tax_policy,0,0,1,0
A120362171,2021_3,stance_tax_policy,0,0,1,0
A1203975886,2020_8,stance_tax_policy,0,0,1,0
A120437701,2017_11,stance_tax_policy,1,0,0,1
A1204602191,2020_4,stance_tax_policy,1,0,0,1
A120535325,2019_3,stance_tax_policy,0,0,1,0
A1205675405,2019_7,stance_tax_policy,0,0,1,0
A1205938299,2019_4,stance_tax_policy,0,0,1,0
A1205938299,2020_5,stance_tax_policy,1,0,0,1
A1205949657,2018_9,stance_tax_policy,0,0,1,0
A1205949657,2020_7,stance_tax_policy,0,0,1,0
A1205949657,2021_3,stance_tax_policy,0,0,1,0
A1206126370,2017_1,stance_tax_policy,0,0,1,0
A12062012,2020_7,stance_tax_policy,0,0,1,0
A12062012,2021_2,stance_tax_policy,0,1,0,-1
A1206495224,2022_10,stance_tax_policy,0,0,1,0
A1207755426,2016_4,stance_tax_policy,0,0,1,0
A1208050204,2016_9,stance_tax_policy,0,0,1,0
A1208050204,2017_11,stance_tax_policy,1,0,0,1
A1208050204,2018_9,stance_tax_policy,1,0,0,1
A1208050204,2020_4,stance_tax_policy,0,0,1,0
A1208242740,2022_10,stance_tax_policy,1,0,0,1
A1208359923,2018_9,stance_tax_policy,0,0,1,0
A1208359923,2020_10,stance_tax_policy,1,0,0,1
A1208414058,2017_12,stance_tax_policy,0,0,1,0
A1208414058,2018_3,stance_tax_policy,0,0,1,0
A1208859673,2016_5,stance_tax_policy,0,0,1,0
A120895199,2019_12,stance_tax_policy,0,0,1,0
A1209388137,2017_8,stance_tax_policy,0,0,1,0
A1209388137,2020_5,stance_tax_policy,0,0,1,0
A1209446739,2017_3,stance_tax_policy,0,0,1,0
